popit_id,politician_name,director_name,similarity,project_sum,project_count,first_project,last_project
545e47a85222837c2c0594bb,Datuk Abdul Rahim Bin Ismail,ABDUL RAHIM BIN ISMAIL,0.8654244306,5976626152,90,0000-00-00,2011-03-01
55ae327501b08f8575a9f510,Rosman Abdullah,ROSMAN BIN ABDULLAH,0.8253968254,4744654345,69,0000-00-00,2004-09-03
545e483f5222837c2c059623,Zakaria Bin Abdul Hamid,ZAKARIA BIN ABDUL HAMID,1,4213634832,67,1996-08-16,2011-06-23
55a666abfdacb16a7c385a60,Abdul Hamid Sh Mohamed,ABDUL HAMID BIN SH MOHAMED,0.8323809524,2900000000,3,2004-06-02,2006-11-22
55b4c1c098f2c81a501e11e3,Foo Chu Pak,FOO CHU PAK,1,1377518610,38,0000-00-00,2011-12-19
545e481f5222837c2c0595d7,Mohd Yusof Bin Din,MOHD YUSOF BIN DIN,1,1136582080,84,1995-12-14,2011-11-12
545e43825222837c2c058a64,Ahmad Bin Saad,AHMAD BIN SAAD ,1,1061034094,109,1998-01-18,2011-10-31
545e44d15222837c2c058da1,Hee Loy Sian,HEE LOY SIAN,1,1048560449,67,0000-00-00,2012-03-02
545e44245222837c2c058bf6,Roslan Bin Zainal,ROSLAN BIN ZAINAL,1,1003728286,20,1998-09-05,2011-10-03
545e48ba5222837c2c059750,Limus Bin Jury,LIMUS BIN JURY,1,847585570,18,2002-03-07,2012-02-24
545e44a85222837c2c058d3a,Baderisham Bin Jolly,BADERISHAM BIN JOLLY,1,726793823,23,0000-00-00,2010-12-17
545e44635222837c2c058c8e,Sng Chee Hua,NG CHEE HUA,0.8590909091,654385436,85,1991-12-24,2011-09-27
545e44d85222837c2c058db2,Ramlee Bin Marahaban,RAMLEE BIN MARAHABAN,1,504162900,16,2002-05-13,2011-11-30
545e443b5222837c2c058c2d,Lee Chee Leong,E CHEE LEONG,0.8391608392,495263313,10,2004-06-17,2012-02-15
545e46585222837c2c059172,Najmuddin Bin Darus,NAJMUDDIN BIN DARUS,1,435258044,3,2006-10-20,2009-06-01
545e47675222837c2c05941a,Mohamad Daud Bin Mohd Yusoff,MOHAMAD DAUD BIN MOHD. YUSOFF,0.8630769231,433109905,26,1996-12-09,2009-01-21
545e44f75222837c2c058e01,Zulkifli Bin Abdullah,DZULKIFLI BIN ABDULLAH,0.9195906433,408092894,21,1996-10-30,2011-06-07
545e46b45222837c2c05925a,Ibrahim Bin Ismail,IBRAHIM BIN ISMAIL,1,386234648,18,1997-07-02,2012-03-19
545e43395222837c2c0589ad,Azmi Bin Ahmad,AZMI BIN AHMAD,1,370112738,33,1996-09-24,2011-08-17
545e451c5222837c2c058e5c,Mohamad Ziad Bin Mohamed Zainal Abidin,MOHD ZIAD BIN MOHAMED ZAINAL ABIDIN,0.8959821429,356188412,13,0000-00-00,2009-11-25
545e46fa5222837c2c05930b,Dato Paduka Abu Bakar Taib,DATO' PADUKA ABU BAKAR BIN TAIB,0.8712121212,342900000,5,2000-09-30,2007-11-28
545e45fc5222837c2c05908e,Anthony, ANTHONY,1,324907377,13,2000-02-14,2006-03-01
545e462f5222837c2c05910e,Phahrolrazi Bin Mohd Zawawi,PHAHROLRAZI BIN HJ. MOHD ZAWAWI,0.8511904762,322552509,42,2003-04-14,2011-10-31
545e45e15222837c2c059048,Wan Salleh Wan Isa,WAN SALLEH BIN WAN ISA,0.8359133127,322552509,42,2003-04-14,2011-10-31
545e424c5222837c2c058762,Jaziz, JAZIZ,1,322552509,42,2003-04-14,2011-10-31
545e45765222837c2c058f3c,Yusof, YUSOF,1,301076803,10,1998-11-30,2011-07-01
545e430c5222837c2c05893e,Abdul Aziz Bin Muhammad,ABDUL AZIZ BIN MUHAMAD,0.8723684211,299528000,2,0000-00-00,1996-07-31
545e48355222837c2c05960d,Saiful Izham Ramli,SAIFUL IZHAM BIN RAMLI,0.8359133127,297469651,46,0000-00-00,2011-10-31
545e49205222837c2c05984e,Ibrahim Bin Ahmad,DATO' IBRAHIM BIN AHMAD,0.8263888889,291397243,56,1997-08-26,2011-12-09
545e427d5222837c2c0587da,Ismail,ISMAIL ,1,274104578,103,1996-09-10,2011-05-26
545e456f5222837c2c058f2c,Zulkifli Ibrahim,ZULKIFLI BIN IBRAHIM,0.8359133127,266828812,17,2000-02-11,2011-01-11
545e43745222837c2c058a40,Abdul Aziz Abdul Kadir,ABDUL AZIZ BIN ABDUL KADIR,0.8765217391,245864984,52,1996-10-23,2012-01-18
545e47de5222837c2c05953f,Muhammad, MUHAMMAD,1,235838375,11,1997-07-07,2012-03-13
545e489c5222837c2c059706,Datu Amir Kahar Bin Datu Mustapha,DATU AMIR KAHAR BIN DATU MUSTAPHA,1,225886525,4,2004-01-06,2011-10-07
545e44ea5222837c2c058de0,Hanifa Bin Ahmad,HANIFA BIN AHMAD,1,220946930,44,0000-00-00,2011-09-27
545e45275222837c2c058e78,Abdullah Ya'Kub,ABDULLAH BIN YA'KUB,0.8263888889,220946930,44,0000-00-00,2011-09-27
545e44b25222837c2c058d52,Abdullah Bin Ya'Kub,ABDULLAH BIN YA'KUB,1,220946930,44,0000-00-00,2011-09-27
545e43735222837c2c058a3e,Wan Ismail Wan Jusoh,WAN ISMAIL BIN WAN JUSOH,0.8654244306,220946930,44,0000-00-00,2011-09-27
545e42875222837c2c0587f3,Nik Dir Bin Nik Wan Ku,NIK DIR B NIK WAN KU,1,211364492,5,2005-01-25,2009-05-17
545e44535222837c2c058c68,Tahir Mohd Taat,TAHIR BIN MOHD TAAT,0.8263888889,208390492,15,2007-07-01,2012-02-15
545e47b85222837c2c0594e2,Tajuddin Bin Abdul Rahman,TAJUDDIN BIN ABD RAHMAN,0.8276515152,206989253,6,1998-12-17,2008-03-24
545e44d15222837c2c058da0,Rosli Bin Mat Hassan,ROSLI BIN MAT HASSAN,1,198700635,7,1997-10-06,2008-02-15
545e453e5222837c2c058eb2,Hamisa Binti Samat,HAMISA BINTI SAMAT,1,197474115,4,1997-01-17,2005-10-12
545e45635222837c2c058f0f,Abdul Rahman Bin Mohamad,ABDUL RAHMAN BIN MOHAMAD,1,188157422,25,1997-07-19,2010-09-29
545e43c55222837c2c058b09,Amirudin Bin Yusof,AMIRUDIN BIN YUSOF,1,187404193,17,1999-03-26,2011-11-29
545e48ee5222837c2c0597d1,Datuk Md Yusop Harmain Shah,DATUK MD YUSOP BIN HARMAIN SHAH,0.8814102564,187090000,3,2006-11-23,2011-04-20
545e44605222837c2c058c86,Ilias Bin Husain,ILIAS BIN HUSAIN,1,181114256,10,2001-02-10,2011-06-28
545e47385222837c2c0593a6,Ariffin Abdullah,ARIFFIN BIN ABDULLAH,0.8359133127,176843634,29,1996-07-01,2011-11-24
545e475d5222837c2c059404,Datuk Abdul Rahman Bakar,DATO' ABDUL RAHMAN ABU BAKAR,0.8323809524,168907439,6,0000-00-00,2003-08-14
545e43ad5222837c2c058acd,Mohamad, MOHAMAD,1,159155791,70,0000-00-00,2010-12-23
545e424f5222837c2c058767,Sulaiman Bin Haji Abdul Razak,SULAIMAN BIN HAJI ABDUL RAZAK,1,154601912,8,2000-06-26,2009-05-15
545e44e15222837c2c058dc8,Ibrahim Fikri,IBRAHIM FIKRI,1,153369795,13,2000-09-19,2011-04-25
545e45c85222837c2c05900c,Awang, AWANG,1,147710668,7,0000-00-00,2009-02-19
545e44875222837c2c058ce8,Abdul Rahim B Ismail,ABDUL RAHIM BIN ISMAIL,1,146847419,49,1993-04-08,2011-03-01
545e44845222837c2c058ce1,Ghazali Bin Ismail,GHAZALI BIN ISMAIL,1,143676228,33,2001-05-17,2010-12-10
545e431f5222837c2c05896b,Abdul Halim Suleiman,ABDUL HALIM BIN SULEIMAN,0.8654244306,142333965,10,0000-00-00,2007-02-02
545e45345222837c2c058e98,Abdullah, ABDULLAH,1,139887049,21,2001-02-15,2011-12-09
545e43045222837c2c05892a,Shahiruddin Bin Ab Moin,DATO' HJ SHAHIRUDDIN BIN AB MOIN,0.8249158249,139783918,5,2006-12-14,2011-07-13
545e43bd5222837c2c058af6,Abdul Aziz Bin Hassan,ABDUL AZIZ BIN HAJI HASSAN,0.9,130407893,6,2000-05-24,2010-06-28
545e46cc5222837c2c059297,Mohd Hazmi Bin Yusof,MOHD HAZMI BIN YUSOF,1,130116944,12,1996-08-01,2005-04-27
545e47d95222837c2c059532,Mohd Fauzi Bin Abdullah,MOHD FAUDZI BIN ABDULLAH,0.8448616601,127696587,9,0000-00-00,1999-08-18
545e44705222837c2c058cb1,Abd Latif Bin Bandi,ABD LATIF BIN BANDI ,1,124420102,16,1999-10-11,2011-05-10
545e43135222837c2c058950,Shaari Bin Mat Hussain,SHAARI BIN MAT HUSSAIN,1,122634433,10,1999-12-27,2009-06-16
545e47b75222837c2c0594e0,Shaari Mat Hussain,SHAARI BIN MAT HUSSAIN,0.8521303258,122634433,10,1999-12-27,2009-06-16
545e44c15222837c2c058d78,Ismail Bin Nik,ISMAIL BIN NIK,1,119662812,5,2000-08-17,2012-03-15
55a5e7934ae9a27d44ef6d06,Muhammad Ibrahim,MUHAMMAD BIN IBRAHIM,0.8359133127,109148752,7,2003-04-24,2008-03-26
545e430b5222837c2c05893b,Wan Hanapi Wan Yaacob,WAN HANAPI BIN WAN YAACOB,0.8712121212,108425438,9,1997-08-12,2011-02-08
545e48045222837c2c059597,Wan Hanapi Bin Wan Yaacob,WAN HANAPI BIN WAN YAACOB,1,108425438,9,1997-08-12,2011-02-08
545e47895222837c2c059470,Zainal Abidin Bin Abd Rahman,ZAINAL ABIDIN BIN ABDUL RAHMAN,0.8582375479,106202057,62,0000-00-00,2010-07-26
545e45f65222837c2c05907d,Mohamad Abdullah,MOHAMAD BIN ABDULLAH,0.8359133127,106088245,16,1996-07-15,2011-04-05
5588eaff38b012e90d11296b,Ibrahim Muhamad,IBRAHIM BIN MUHAMAD,0.8263888889,104699918,27,1999-05-27,2009-11-09
545e482a5222837c2c0595f2,Shariful Azhar Bin Othman,SHARIFUL AZHAR BIN OTHMAN,1,103848192,16,1995-07-17,2004-03-26
545e431e5222837c2c058969,M.S. Mahadevan A/L Sanacy,M.S MAHADEVAN A/L SANACY,0.8630769231,103658150,9,2002-07-10,2012-01-31
545e47ae5222837c2c0594ca,Ma Kok Ben,MA KOK BEN,1,103550368,30,1997-04-03,2011-03-10
545e45b25222837c2c058fd5,Tan Cheng Chai,TAN CHENG CHAI,1,102461906,51,2002-10-21,2012-03-14
545e43c25222837c2c058b01,Abdul Rahman Ibrahim,ABDUL RAHMAN BIN IBRAHIM,0.8654244306,101417887,6,1998-02-12,2006-06-30
545e44a65222837c2c058d33,Ng Choon Koon,NG CHOON KOON,1,98008275,303,1909-03-17,2012-03-14
545e48445222837c2c059631,Tan Ah Kow, TAN AH KOW,1,96820278,8,1996-10-30,2006-07-08
545e46545222837c2c059169,Abdul Rahim Bin Pandak Kamarudin,ABDUL RAHIM BIN PANDAK KAMARUDIN,1,95631190,21,1996-08-15,2006-11-14
545e43c75222837c2c058b0e,Ahmad Shah Bin Hussein Tambakau,AHMAD SHAH BIN HUSSEIN TAMBAKAU,1,93377873,12,1997-06-11,2010-10-26
545e42df5222837c2c0588cb,Mohd Zolkafly Bin Harun,DATO' HJ MOHD ZOLKAFLY BIN HARUN,0.8249158249,90686650,13,1998-06-25,2009-05-08
545e482a5222837c2c0595f1,Tan Kok Hong,TAN KOK HONG,1,85285637,5,1996-05-07,2011-11-11
545e48705222837c2c05969b,Abdul Hamid,ABDUL HAKIM B ABDUL HAMID,0.8269230769,84921788,12,1996-10-17,2009-08-04
545e47ec5222837c2c05955e,Sabri Bin Mohd Noor,SABRI B MOHD NOOR,1,81187127,10,1999-03-19,2007-10-31
545e46745222837c2c0591b9,Che Mansor Adabi Che Hassan,CHE MANSOR ADABI BIN CHE HASSAN,0.8976190476,79568112,4,2002-03-25,2007-07-04
545e46a55222837c2c059234,Roslan Bin Ismail,ROSLAN BIN ISMAIL,1,76254623,18,1999-06-16,2010-10-25
545e46875222837c2c0591e8,Ramli Bin Ismail,RAMLI BIN ISMAIL,1,71762590,23,0000-00-00,2009-05-16
545e466c5222837c2c0591a4,Datuk Che Mat Jusoh,DATO' CHE MAT BIN JUSOH,0.8263888889,71678676,5,1999-12-09,2008-09-15
545e433d5222837c2c0589b7,Mua'Amar Ghadafi Jamal Bin Jamaludin,MUA'AMAR GHADAFI JAMAL BIN DATUK WIRA HAJI JAMALUDIN,0.8331306991,71603687,20,1996-10-06,2010-11-10
545e47105222837c2c059340,James,JAMES ,1,70924645,8,2000-10-09,2008-02-18
545e470a5222837c2c059332,Eric, ERIC,1,70087212,11,1997-05-01,2011-06-30
545e48735222837c2c0596a2,Ahmad Tarmizi Bin Sulaiman,AHMAD TARMIZI BIN SULAIMAN,1,70003267,6,2010-04-09,2010-09-22
545e48275222837c2c0595ea,Dali Bin Husin,DALI BIN HUSIN,1,68104187,4,2003-10-29,2010-08-24
545e45b85222837c2c058fe2,Ahmad Bin Ibrahim,AHMAD BIN IBRAHIM,1,66525362,22,1996-06-03,2011-07-01
545e48e95222837c2c0597c5,Rusnah Binti Kassim,RUSNAH BINTI KASSIM,1,65348211,4,2003-09-12,2011-08-08
545e48ea5222837c2c0597c8,Mat Bin Hassan,MAT BIN HASSAN,1,65301032,8,2004-03-24,2010-11-03
545e46f75222837c2c059303,Abu Bakar Harun,ABU BAKAR BIN HARUN,0.8263888889,61272637,9,2009-04-06,2011-04-12
545e47e35222837c2c05954b,Abu Bakar Bin Harun,ABU BAKAR BIN HARUN,1,61272637,9,2009-04-06,2011-04-12
545e48c05222837c2c059760,Mohd Azhar Bin Jamaluddin,MOHD AZHAR BIN JAMALUDDIN,1,60748143,7,1998-10-16,2008-10-14
545e43b35222837c2c058adc,Yahaya Abdullah,YAHAYA BIN ABDULLAH,0.8263888889,59010000,4,2006-03-28,2009-09-16
545e42f75222837c2c05890a,Ismail Bin Kasim,ISMAIL BIN KASIM,1,56844194,3,2000-07-14,2009-12-01
545e44d05222837c2c058d9e,Joseph Salang Gandum,JOSEPH SALANG AK GANDUM,0.8482142857,56804777,7,1996-10-03,2002-07-25
545e47735222837c2c059439,Azmi Bin Othman,AZMI BIN OTHMAN,1,55875554,11,1996-09-12,2004-07-01
545e472a5222837c2c059381,Mohd Rosdi Bin Ab. Aziz,MOHD ROSDI BIN AB AZIZ,0.8376623377,54716499,5,2002-06-11,2009-06-26
545e437f5222837c2c058a5c,Mohd Rosdi Ab Aziz,MOHD ROSDI BIN AB AZIZ,0.8521303258,54716499,5,2002-06-11,2009-06-26
545e43e15222837c2c058b4d,Datu Nasrun Datu Mansur,DATU NASRUN BIN DATU MANSUR,0.8814102564,53741032,2,2000-10-23,2002-01-28
545e46025222837c2c05909d,Ahmad Bin Abdullah,AHMAD MURAD BIN ABDULLAH,0.8695652174,52436000,2,2000-03-02,2000-10-06
545e444a5222837c2c058c54,Wong Chong Sang,WONG SANG,0.84375,52249175,38,1995-05-25,2011-11-01
545e43775222837c2c058a48,Radzali Bin Mokhtar,RADZALI BIN MOKHTAR,1,51744015,6,1997-02-06,2009-06-16
545e48a65222837c2c05971f,Tan Hock Huat,TAN HOCK HUAT,1,49690247,20,1996-10-02,2012-02-24
55adc73cc47db2c65ffb6e51,Che Abdullah,CHE ABDULLAH,1,48825360,6,1996-08-27,2002-07-24
545e44225222837c2c058bf0,Ismail Bin Salleh,ISMAIL BIN SALLEH,1,48640972,30,0000-00-00,2010-07-26
545e464b5222837c2c059152,Saharun Bin Ibrahim,HARUN BIN IBRAHIM,0.8263888889,48326769,7,2006-05-03,2008-05-12
545e44c65222837c2c058d85,Mohamad Bin Ismail,MOHAMAD BIN ISMAIL,1,47702656,12,1997-05-30,2009-04-14
545e42fd5222837c2c058918,Zahari Bakar,ZAHARI BIN BAKAR,0.8615384615,47636209,2,2003-10-28,2009-04-01
545e446f5222837c2c058cad,Abdul Azeez Bin Abdul Rahim,ABDUL AZIZ BIN ABDUL RAHIM,0.8238461538,46732086,2,2006-07-16,2008-09-18
545e44095222837c2c058bb3,Mohd Zaki Ibrahim,MOHD ZAKI BIN IBRAHIM,0.8444444444,46491054,14,1996-11-09,2012-01-26
545e49165222837c2c059834,Philip Benedict Lasimbang,PHILIP BENEDICT LASIMBANG,1,46395000,3,1997-09-18,2002-11-14
545e48cd5222837c2c059780,Zulkurnain Bin Kamisan,ZULKURNAIN BIN KAMISAN,1,46160426,7,2007-09-17,2011-04-21
545e48065222837c2c05959c,Sulaiman Abdul Rahman Abdul Taib,DATO SRI SULAIMAN ABDUL RAHMAN BIN ABDUL TAIB,0.8233555063,45500000,2,2002-06-26,2002-06-29
545e47255222837c2c059375,Abdul Ghafar Bin Atan,ABDUL GHAFAR BIN ATAN,1,44902600,1,2004-09-09,2004-09-09
545e42ea5222837c2c0588e7,Abdul Ghafar Atan,ABDUL GHAFAR BIN ATAN,0.8444444444,44902600,1,2004-09-09,2004-09-09
545e442b5222837c2c058c08,Baharum Mohamed,BAHARUM BIN MOHAMED,0.8263888889,44893449,11,2003-12-09,2011-09-27
545e43ae5222837c2c058ace,Lau Lee Ming,LAU LEE MING,1,41930000,14,1999-01-01,2007-07-01
545e46175222837c2c0590d1,Md Ghazali Bin Md Amin,HJ. MD GHAZALI BIN MD AMIN,0.8523809524,39603848,8,1998-12-21,2006-08-29
545e45c55222837c2c059003,Chong Eng,CHONG LIONG ENG,0.84375,38189975,6,1996-08-21,2010-11-25
545e47a55222837c2c0594b5,Wong Yit Ming,WONG YIT MING,1,38037094,2,1997-12-04,2001-08-24
545e432d5222837c2c05898e,Mat Hassan,MAT HASSAN ,1,37839921,13,2002-06-17,2012-01-09
545e47275222837c2c05937a,Wan Ahmad Nizam Wan Abdul Hamid,WAN AHMAD NIZAM BIN WAN ABDUL HAMID,0.9099264706,37500000,1,2011-01-28,2011-01-28
